Typ,12149.001347976538
Ex,-0.0
Fa,-3159.0323292540675
Gd,-1268.0753197637493
Po,3586.3340952782373
TA,-0.0
2Types,-9731.164553813876
Attchd,-0.0
Basment,0.0
BuiltIn,5.511471317178696
CarPort,-0.0
Detchd,487.4669778736057
Fin,819.1254962176863
RFn,-2167.1880844554034
Unf,0.0
Ex,23237.78542573668
Fa,-4464.138998394944
Gd,9775.065167566629
Po,-0.0
TA,-0.0
Ex,-0.0
Fa,-0.0
Gd,0.0
Po,-0.0
TA,1461.1175479584936
P,-0.0
Y,1504.8401076793052
Ex,-0.0
Fa,-142086.17666304877
Gd,-228604.71792940417
GdPrv,-3887.504267906534
GdWo,-1025.9964321220734
MnPrv,788.6796281490847
MnWw,-3354.628909360765
Gar2,-0.0
Othr,0.0
Shed,-0.0
TenC,-0.0
COD,-9949.657178645133
CWD,0.0
Con,3869.93165855058
ConLD,0.0
ConLI,-0.0
ConLw,-4968.407420543833
New,10750.381297628095
Oth,-0.0
WD,-10723.914553335146
AdjLand,1021.2408175309965
Alloca,7676.154718059613
Family,0.0
Normal,7660.798674592276
Partial,0.0
